Category_ID,Category_path,Top-Level Category (Level 1),Sub Category (Level 2),Product Category (Level 3),Product Category (Level 4),Product Category (Level 5),Product Category (Level 6),Product Category (Level 7),Product Category (Level 8),Product Category (Level 9),Product Category (Level 10),Assureful RR,Straight Through business,Refer to UW,Refer to Capacity,Reject,Special Acceptance,QBE Comments,Generated_Keywords
5293,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Lawns",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Lawns,,,,,,,1,Yes,,,,Straight Through Business,0,"gardening landscape design, gardening landscape design lawns, lawns"
16926925011,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Marijuana Cultivation",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Marijuana Cultivation,,,,,,,1,Yes,,,,Straight Through Business,0,"cultivation, marijuana, marijuana cultivation"
5297,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Ornamental Plants",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Ornamental Plants,,,,,,,1,Yes,,,,Straight Through Business,0,"ornamental, ornamental plants, plants"
5301,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Reference",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Reference,,,,,,,1,Yes,,,,Straight Through Business,0,"gardening landscape design, gardening landscape design reference, reference"
5304,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Shade",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Shade,,,,,,,1,Yes,,,,Straight Through Business,0,"gardening landscape design, gardening landscape design shade, shade"
5306,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Shrubs",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Shrubs,,,,,,,1,Yes,,,,Straight Through Business,0,"gardening landscape design, gardening landscape design shrubs, shrubs"
572308,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Soil",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Soil,,,,,,,1,Yes,,,,Straight Through Business,0,"gardening landscape design, gardening landscape design soil, soil"
5313,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Trees",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Trees,,,,,,,1,Yes,,,,Straight Through Business,0,"gardening landscape design, gardening landscape design trees, trees"
5315,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Vegetables",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Vegetables,,,,,,,1,Yes,,,,Straight Through Business,0,"gardening landscape design, gardening landscape design vegetables, vegetables"
52074011,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Weed & Pest Control",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Weed & Pest Control,,,,,,,1,Yes,,,,Straight Through Business,0,"control, gardening landscape design, gardening landscape design weed pest control, pest, weed, weed pest control"
52075011,"Books/Crafts, Hobbies & Home/Gardening & Landscape Design/Wild Plants",Books,"Crafts, Hobbies & Home",Gardening & Landscape Design,Wild Plants,,,,,,,1,Yes,,,,Straight Through Business,0,"plants, wild, wild plants"
6158312011,"Books/Crafts, Hobbies & Home/Home Improvement & Design",Books,"Crafts, Hobbies & Home",Home Improvement & Design,,,,,,,,1,Yes,,,,Straight Through Business,0,"design, home, home improvement design, improvement"
5396,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,,,,,,,1,Yes,,,,Straight Through Business,0,"decorating, decorating design, design"
5397,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Decorating",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Decorating,,,,,,1,Yes,,,,Straight Through Business,0,"decorating, decorating design, decorating design decorating"
5399,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Decoration & Ornament",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Decoration & Ornament,,,,,,1,Yes,,,,Straight Through Business,0,"decoration, decoration ornament, ornament"
5401,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Floors",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Floors,,,,,,1,Yes,,,,Straight Through Business,0,"decorating design, decorating design floors, floors"
11160418011,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Interior Decorating",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Interior Decorating,,,,,,1,Yes,,,,Straight Through Business,0,"decorating, interior, interior decorating"
5405,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Lighting",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Lighting,,,,,,1,Yes,,,,Straight Through Business,0,"decorating design, decorating design lighting, lighting"
5408,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Painting & Wallpapering",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Painting & Wallpapering,,,,,,1,Yes,,,,Straight Through Business,0,"painting, painting wallpapering, wallpapering"
5410,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Professional Reference",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Professional Reference,,,,,,1,Yes,,,,Straight Through Business,0,"professional, professional reference, reference"
5414,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Upholstery & Fabrics",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Upholstery & Fabrics,,,,,,1,Yes,,,,Straight Through Business,0,"fabrics, upholstery, upholstery fabrics"
5416,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Decorating & Design/Windows",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Decorating & Design,Windows,,,,,,1,Yes,,,,Straight Through Business,0,"decorating design, decorating design windows, windows"
5367,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Furniture",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Furniture,,,,,,,1,Yes,,,,Straight Through Business,0,"furniture, home improvement design, home improvement design furniture"
5339,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,,,,,,,1,Yes,,,,Straight Through Business,0,"home, how-to, how-to home improvements, improvements"
5345,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Cleaning, Caretaking & Relocating",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,"Cleaning, Caretaking & Relocating",,,,,,1,Yes,,,,Straight Through Business,0,"caretaking, cleaning, cleaning caretaking relocating, relocating"
688868,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Decks & Patios",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Decks & Patios,,,,,,1,Yes,,,,Straight Through Business,0,"decks, decks patios, patios"
5322,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Design & Construction",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Design & Construction,,,,,,1,Yes,,,,Straight Through Business,0,"construction, design, design construction"
5361,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Do-It-Yourself",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Do-It-Yourself,,,,,,1,Yes,,,,Straight Through Business,0,"do-it-yourself, how-to home improvements, how-to home improvements do-it-yourself"
14916061,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Green Housecleaning",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Green Housecleaning,,,,,,1,Yes,,,,Straight Through Business,0,"green, green housecleaning, housecleaning"
5369,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Hand Tools",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Hand Tools,,,,,,1,Yes,,,,Straight Through Business,0,"hand, hand tools, how-to home improvements, how-to home improvements hand tools, tools"
5373,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Home Repair",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Home Repair,,,,,,1,Yes,,,,Straight Through Business,0,"home, home repair, repair"
5326,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/House Plans",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,House Plans,,,,,,1,Yes,,,,Straight Through Business,0,"house, house plans, plans"
5385,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Power Tools",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Power Tools,,,,,,1,Yes,,,,Straight Through Business,0,"how-to home improvements, how-to home improvements power tools, power, power tools, tools"
52205011,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Security",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Security,,,,,,1,Yes,,,,Straight Through Business,0,"how-to home improvements, how-to home improvements security, security"
5189,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Woodworking",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Woodworking,,,,,,1,Yes,,,,Straight Through Business,0,"how-to home improvements, how-to home improvements woodworking, woodworking"
5192,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Woodworking/Furniture & Carpentry",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Woodworking,Furniture & Carpentry,,,,,1,Yes,,,,Straight Through Business,0,"carpentry, furniture, furniture carpentry"
5195,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Woodworking/Projects",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Woodworking,Projects,,,,,1,Yes,,,,Straight Through Business,0,"projects, woodworking, woodworking projects"
5197,"Books/Crafts, Hobbies & Home/Home Improvement & Design/How-to & Home Improvements/Woodworking/Tools",Books,"Crafts, Hobbies & Home",Home Improvement & Design,How-to & Home Improvements,Woodworking,Tools,,,,,1,Yes,,,,Straight Through Business,0,"tools, woodworking, woodworking tools"
5299,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Outdoor & Recreational Areas",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Outdoor & Recreational Areas,,,,,,,1,Yes,,,,Straight Through Business,0,"areas, outdoor, outdoor recreational areas, recreational"
1007,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Residential Architecture",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Residential Architecture,,,,,,,1,Yes,,,,Straight Through Business,0,"architecture, residential, residential architecture"
660630,"Books/Crafts, Hobbies & Home/Home Improvement & Design/Small Homes & Cottages",Books,"Crafts, Hobbies & Home",Home Improvement & Design,Small Homes & Cottages,,,,,,,1,Yes,,,,Straight Through Business,0,"cottages, homes, small, small homes cottages"
5151,"Books/Crafts, Hobbies & Home/Needlecrafts & Textile Crafts/Leathercrafts",Books,"Crafts, Hobbies & Home",Needlecrafts & Textile Crafts,Leathercrafts,,,,,,,1,Yes,,,,Straight Through Business,0,"leathercrafts, needlecrafts textile crafts, needlecrafts textile crafts leathercrafts"
5158,"Books/Crafts, Hobbies & Home/Needlecrafts & Textile Crafts/Needlework",Books,"Crafts, Hobbies & Home",Needlecrafts & Textile Crafts,Needlework,,,,,,,1,Yes,,,,Straight Through Business,0,"needlecrafts textile crafts, needlecrafts textile crafts needlework, needlework"
68203,"Books/Crafts, Hobbies & Home/Needlecrafts & Textile Crafts/Ribbons",Books,"Crafts, Hobbies & Home",Needlecrafts & Textile Crafts,Ribbons,,,,,,,1,Yes,,,,Straight Through Business,0,"needlecrafts textile crafts, needlecrafts textile crafts ribbons, ribbons"
5178,"Books/Crafts, Hobbies & Home/Needlecrafts & Textile Crafts/Spinning",Books,"Crafts, Hobbies & Home",Needlecrafts & Textile Crafts,Spinning,,,,,,,1,Yes,,,,Straight Through Business,0,"needlecrafts textile crafts, needlecrafts textile crafts spinning, spinning"
5043,"Books/Crafts, Hobbies & Home/Pets & Animal Care",Books,"Crafts, Hobbies & Home",Pets & Animal Care,,,,,,,,1,Yes,,,,Straight Through Business,0,"animal, care, pets, pets animal care"
5044,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Birds",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Birds,,,,,,,1,Yes,,,,Straight Through Business,0,"birds, pets animal care, pets animal care birds"
5045,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Cats",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Cats,,,,,,,1,Yes,,,,Straight Through Business,0,"cats, pets animal care, pets animal care cats"
5046,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Cats/Breeds",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Cats,Breeds,,,,,,1,Yes,,,,Straight Through Business,0,"breeds, cats, cats breeds"
5047,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Cats/Care & Health",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Cats,Care & Health,,,,,,1,Yes,,,,Straight Through Business,0,"care, care health, health"
11160419011,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Cats/Training",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Cats,Training,,,,,,1,Yes,,,,Straight Through Business,0,"cats, cats training, training"
5049,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Dogs",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Dogs,,,,,,,1,Yes,,,,Straight Through Business,0,"dogs, pets animal care, pets animal care dogs"
5050,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Dogs/Breeds",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Dogs,Breeds,,,,,,1,Yes,,,,Straight Through Business,0,"breeds, dogs, dogs breeds"
5051,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Dogs/Care & Health",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Dogs,Care & Health,,,,,,1,Yes,,,,Straight Through Business,0,"care, care health, health"
5053,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Dogs/Training",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Dogs,Training,,,,,,1,Yes,,,,Straight Through Business,0,"dogs, dogs training, training"
886130,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Essays",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Essays,,,,,,,1,Yes,,,,Straight Through Business,0,"essays, pets animal care, pets animal care essays"
5054,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Fish & Aquariums",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Fish & Aquariums,,,,,,,1,Yes,,,,Straight Through Business,0,"aquariums, fish, fish aquariums"
9352388011,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Food & Nutrition",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Food & Nutrition,,,,,,,1,Yes,,,,Straight Through Business,0,"food, food nutrition, nutrition"
5057,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Horses",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Horses,,,,,,,1,Yes,,,,Straight Through Business,0,"horses, pets animal care, pets animal care horses"
5060,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Horses/Riding",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Horses,Riding,,,,,,1,Yes,,,,Straight Through Business,0,"horses, horses riding, riding"
5061,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Horses/Showing & Training",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Horses,Showing & Training,,,,,,1,Yes,,,,Straight Through Business,0,"showing, showing training, training"
13922601011,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Insects & Spiders",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Insects & Spiders,,,,,,,1,Yes,,,,Straight Through Business,0,"insects, insects spiders, spiders"
271616011,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Mice, Hamsters & Guinea Pigs",Books,"Crafts, Hobbies & Home",Pets & Animal Care,"Mice, Hamsters & Guinea Pigs",,,,,,,1,Yes,,,,Straight Through Business,0,"guinea, hamsters, mice, mice hamsters guinea pigs, pigs"
5064,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Rabbits",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Rabbits,,,,,,,1,Yes,,,,Straight Through Business,0,"pets animal care, pets animal care rabbits, rabbits"
5065,"Books/Crafts, Hobbies & Home/Pets & Animal Care/Reptiles & Amphibians",Books,"Crafts, Hobbies & Home",Pets & Animal Care,Reptiles & Amphibians,,,,,,,1,Yes,,,,Straight Through Business,0,"amphibians, reptiles, reptiles amphibians"
14916051,"Books/Crafts, Hobbies & Home/Sustainable Living",Books,"Crafts, Hobbies & Home",Sustainable Living,,,,,,,,1,Yes,,,,Straight Through Business,0,"living, sustainable, sustainable living"
5333,"Books/Crafts, Hobbies & Home/Sustainable Living/Home Energy Efficiency",Books,"Crafts, Hobbies & Home",Sustainable Living,Home Energy Efficiency,,,,,,,1,Yes,,,,Straight Through Business,0,"efficiency, energy, home, home energy efficiency"
5418,"Books/Crafts, Hobbies & Home/Weddings",Books,"Crafts, Hobbies & Home",Weddings,,,,,,,,1,Yes,,,,Straight Through Business,0,"crafts hobbies home, crafts hobbies home weddings, weddings"
11160420011,"Books/Crafts, Hobbies & Home/Weddings/Budget",Books,"Crafts, Hobbies & Home",Weddings,Budget,,,,,,,1,Yes,,,,Straight Through Business,0,"budget, weddings, weddings budget"
5419,"Books/Crafts, Hobbies & Home/Weddings/Ceremony, Vows & Toasts",Books,"Crafts, Hobbies & Home",Weddings,"Ceremony, Vows & Toasts",,,,,,,1,Yes,,,,Straight Through Business,0,"ceremony, ceremony vows toasts, toasts, vows"
5423,"Books/Crafts, Hobbies & Home/Weddings/Gown",Books,"Crafts, Hobbies & Home",Weddings,Gown,,,,,,,1,Yes,,,,Straight Through Business,0,"gown, weddings, weddings gown"
17219,"Books/Crafts, Hobbies & Home/Weddings/Honeymoon",Books,"Crafts, Hobbies & Home",Weddings,Honeymoon,,,,,,,1,Yes,,,,Straight Through Business,0,"honeymoon, weddings, weddings honeymoon"
8622834011,"Books/Crafts, Hobbies & Home/Weddings/Photography",Books,"Crafts, Hobbies & Home",Weddings,Photography,,,,,,,1,Yes,,,,Straight Through Business,0,"photography, weddings, weddings photography"
5427,"Books/Crafts, Hobbies & Home/Weddings/Planners",Books,"Crafts, Hobbies & Home",Weddings,Planners,,,,,,,1,Yes,,,,Straight Through Business,0,"planners, weddings, weddings planners"
5429,"Books/Crafts, Hobbies & Home/Weddings/Showers, Parties & Receptions",Books,"Crafts, Hobbies & Home",Weddings,"Showers, Parties & Receptions",,,,,,,1,Yes,,,,Straight Through Business,0,"parties, receptions, showers, showers parties receptions"
8975347011,Books/Education & Teaching,Books,Education & Teaching,,,,,,,,,1,Yes,,,,Straight Through Business,0,"education, education teaching, teaching"
69820,Books/Education & Teaching/Higher & Continuing Education,Books,Education & Teaching,Higher & Continuing Education,,,,,,,,1,Yes,,,,Straight Through Business,0,"continuing, education, higher, higher continuing education"
8975357011,Books/Education & Teaching/Higher & Continuing Education/Administration,Books,Education & Teaching,Higher & Continuing Education,Administration,,,,,,,1,Yes,,,,Straight Through Business,0,"administration, higher continuing education, higher continuing education administration"
69822,Books/Education & Teaching/Higher & Continuing Education/Adult & Continuing Education,Books,Education & Teaching,Higher & Continuing Education,Adult & Continuing Education,,,,,,,1,Yes,,,,Straight Through Business,0,"adult, adult continuing education, continuing, education"
11634,Books/Education & Teaching/Higher & Continuing Education/College Guides,Books,Education & Teaching,Higher & Continuing Education,College Guides,,,,,,,1,Yes,,,,Straight Through Business,0,"college, college guides, guides, higher continuing education, higher continuing education college guides"
69826,Books/Education & Teaching/Higher & Continuing Education/Financial Aid,Books,Education & Teaching,Higher & Continuing Education,Financial Aid,,,,,,,1,Yes,,,,Straight Through Business,0,"aid, financial, financial aid"
11641,Books/Education & Teaching/Higher & Continuing Education/Graduate School Guides,Books,Education & Teaching,Higher & Continuing Education,Graduate School Guides,,,,,,,1,Yes,,,,Straight Through Business,0,"graduate, graduate school guides, guides, higher continuing education, higher continuing education graduate school guides, school"
11649,Books/Education & Teaching/Higher & Continuing Education/Medical School Guides,Books,Education & Teaching,Higher & Continuing Education,Medical School Guides,,,,,,,1,Yes,,,,Straight Through Business,0,"guides, higher continuing education, higher continuing education medical school guides, medical, medical school guides, school"
9221735011,Books/Education & Teaching/Higher & Continuing Education/Test Preparation,Books,Education & Teaching,Higher & Continuing Education,Test Preparation,,,,,,,1,Yes,,,,Straight Through Business,0,"preparation, test, test preparation"
16022311,Books/Education & Teaching/Higher & Continuing Education/Vocational,Books,Education & Teaching,Higher & Continuing Education,Vocational,,,,,,,1,Yes,,,,Straight Through Business,0,"higher continuing education, higher continuing education vocational, vocational"
5267708011,Books/Education & Teaching/Schools & Teaching,Books,Education & Teaching,Schools & Teaching,,,,,,,,1,Yes,,,,Straight Through Business,0,"schools, schools teaching, teaching"
3048961,Books/Education & Teaching/Schools & Teaching/Certification & Development,Books,Education & Teaching,Schools & Teaching,Certification & Development,,,,,,,1,Yes,,,,Straight Through Business,0,"certification, certification development, development"
266134,Books/Education & Teaching/Schools & Teaching/Computers & Technology,Books,Education & Teaching,Schools & Teaching,Computers & Technology,,,,,,,1,Yes,,,,Straight Through Business,0,"computers, computers technology, technology"
69828,Books/Education & Teaching/Schools & Teaching/Counseling,Books,Education & Teaching,Schools & Teaching,Counseling,,,,,,,1,Yes,,,,Straight Through Business,0,"counseling, schools teaching, schools teaching counseling"
8975352011,Books/Education & Teaching/Schools & Teaching/Counseling/Academic Development,Books,Education & Teaching,Schools & Teaching,Counseling,Academic Development,,,,,,1,Yes,,,,Straight Through Business,0,"academic, academic development, development"
8975353011,Books/Education & Teaching/Schools & Teaching/Counseling/Career Development,Books,Education & Teaching,Schools & Teaching,Counseling,Career Development,,,,,,1,Yes,,,,Straight Through Business,0,"career, career development, development"
8975354011,Books/Education & Teaching/Schools & Teaching/Counseling/Crisis Management,Books,Education & Teaching,Schools & Teaching,Counseling,Crisis Management,,,,,,1,Yes,,,,Straight Through Business,0,"crisis, crisis management, management"
8975356011,Books/Education & Teaching/Schools & Teaching/Curriculum & Lesson Plans,Books,Education & Teaching,Schools & Teaching,Curriculum & Lesson Plans,,,,,,,1,Yes,,,,Straight Through Business,0,"curriculum, curriculum lesson plans, lesson, plans"
8975350011,Books/Education & Teaching/Schools & Teaching/Curriculum & Lesson Plans/Common Core,Books,Education & Teaching,Schools & Teaching,Curriculum & Lesson Plans,Common Core,,,,,,1,Yes,,,,Straight Through Business,0,"common, common core, core"
266136,Books/Education & Teaching/Schools & Teaching/Curriculum & Lesson Plans/Curricula,Books,Education & Teaching,Schools & Teaching,Curriculum & Lesson Plans,Curricula,,,,,,1,Yes,,,,Straight Through Business,0,"curricula, curriculum lesson plans, curriculum lesson plans curricula"
11764643011,Books/Education & Teaching/Schools & Teaching/Curriculum & Lesson Plans/Education Standards,Books,Education & Teaching,Schools & Teaching,Curriculum & Lesson Plans,Education Standards,,,,,,1,Yes,,,,Straight Through Business,0,"education, education standards, standards"
10646,Books/Education & Teaching/Schools & Teaching/Curriculum & Lesson Plans/Lesson Planning,Books,Education & Teaching,Schools & Teaching,Curriculum & Lesson Plans,Lesson Planning,,,,,,1,Yes,,,,Straight Through Business,0,"lesson, lesson planning, planning"
10424331011,Books/Education & Teaching/Schools & Teaching/Curriculum & Lesson Plans/STEM Education,Books,Education & Teaching,Schools & Teaching,Curriculum & Lesson Plans,STEM Education,,,,,,1,Yes,,,,Straight Through Business,0,"education, stem, stem education"
266133,Books/Education & Teaching/Schools & Teaching/Distance & Online Learning,Books,Education & Teaching,Schools & Teaching,Distance & Online Learning,,,,,,,1,Yes,,,,Straight Through Business,0,"distance, distance online learning, learning, online"
69824,Books/Education & Teaching/Schools & Teaching/Early Childhood Education,Books,Education & Teaching,Schools & Teaching,Early Childhood Education,,,,,,,1,Yes,,,,Straight Through Business,0,"childhood, early, early childhood education, education"
69829,Books/Education & Teaching/Schools & Teaching/Education Theory,Books,Education & Teaching,Schools & Teaching,Education Theory,,,,,,,1,Yes,,,,Straight Through Business,0,"education, education theory, theory"
69830,Books/Education & Teaching/Schools & Teaching/Education Theory/Administration,Books,Education & Teaching,Schools & Teaching,Education Theory,Administration,,,,,,1,Yes,,,,Straight Through Business,0,"administration, education theory, education theory administration"
69832,Books/Education & Teaching/Schools & Teaching/Education Theory/Assessment,Books,Education & Teaching,Schools & Teaching,Education Theory,Assessment,,,,,,1,Yes,,,,Straight Through Business,0,"assessment, education theory, education theory assessment"
69834,Books/Education & Teaching/Schools & Teaching/Education Theory/Educational Psychology,Books,Education & Teaching,Schools & Teaching,Education Theory,Educational Psychology,,,,,,1,Yes,,,,Straight Through Business,0,"educational, educational psychology, psychology"
8975363011,Books/Education & Teaching/Schools & Teaching/Education Theory/Experimental Methods,Books,Education & Teaching,Schools & Teaching,Education Theory,Experimental Methods,,,,,,1,Yes,,,,Straight Through Business,0,"experimental, experimental methods, methods"
69837,Books/Education & Teaching/Schools & Teaching/Education Theory/History,Books,Education & Teaching,Schools & Teaching,Education Theory,History,,,,,,1,Yes,,,,Straight Through Business,0,"education theory, education theory history, history"
10618,Books/Education & Teaching/Schools & Teaching/Education Theory/Language Experience Approach,Books,Education & Teaching,Schools & Teaching,Education Theory,Language Experience Approach,,,,,,1,Yes,,,,Straight Through Business,0,"approach, experience, language, language experience approach"
266129,Books/Education & Teaching/Schools & Teaching/Education Theory/Philosophy & Social Aspects,Books,Education & Teaching,Schools & Teaching,Education Theory,Philosophy & Social Aspects,,,,,,1,Yes,,,,Straight Through Business,0,"aspects, philosophy, philosophy social aspects, social"
16022391,Books/Education & Teaching/Schools & Teaching/Education Theory/Reform & Policy,Books,Education & Teaching,Schools & Teaching,Education Theory,Reform & Policy,,,,,,1,Yes,,,,Straight Through Business,0,"policy, reform, reform policy"
8975365011,Books/Education & Teaching/Schools & Teaching/Education Theory/Reform & Policy/Charter Schools,Books,Education & Teaching,Schools & Teaching,Education Theory,Reform & Policy,Charter Schools,,,,,1,Yes,,,,Straight Through Business,0,"charter, charter schools, schools"
8975366011,Books/Education & Teaching/Schools & Teaching/Education Theory/Reform & Policy/Federal Legislation,Books,Education & Teaching,Schools & Teaching,Education Theory,Reform & Policy,Federal Legislation,,,,,1,Yes,,,,Straight Through Business,0,"federal, federal legislation, legislation"
8975368011,Books/Education & Teaching/Schools & Teaching/Education Theory/Reform & Policy/School Safety,Books,Education & Teaching,Schools & Teaching,Education Theory,Reform & Policy,School Safety,,,,,1,Yes,,,,Straight Through Business,0,"safety, school, school safety"
69842,Books/Education & Teaching/Schools & Teaching/Education Theory/Research,Books,Education & Teaching,Schools & Teaching,Education Theory,Research,,,,,,1,Yes,,,,Straight Through Business,0,"education theory, education theory research, research"
10633,Books/Education & Teaching/Schools & Teaching/Funding,Books,Education & Teaching,Schools & Teaching,Funding,,,,,,,1,Yes,,,,Straight Through Business,0,"funding, schools teaching, schools teaching funding"
69844,Books/Education & Teaching/Schools & Teaching/Homeschooling,Books,Education & Teaching,Schools & Teaching,Homeschooling,,,,,,,1,Yes,,,,Straight Through Business,0,"homeschooling, schools teaching, schools teaching homeschooling"
15959731,Books/Education & Teaching/Schools & Teaching/Instruction Methods,Books,Education & Teaching,Schools & Teaching,Instruction Methods,,,,,,,1,Yes,,,,Straight Through Business,0,"instruction, instruction methods, methods"
